names,scores,logfoldchanges,group
Traip,0.009466598,2.4502676,MSN4
Gucy1a3,0.009405645,2.4121203,MSN4
Rbm24,0.009381443,2.3554316,MSN4
Pkig,0.009368756,2.3434777,MSN4
X4930452B06Rik,0.040805846,4.7260437,MSN5
Foxp2,0.031060444,5.6957693,MSN5
Jsrp1,0.029482435,4.7080164,MSN5
Tshz1,0.028489912,4.4997787,MSN5
Rxrg,0.02536095,5.258937,MSN5
Tac1,0.023835702,6.595748,MSN5
Gpr149,0.02324077,4.877719,MSN5
Otof,0.022599718,4.7913656,MSN5
Gm33651,0.020121783,5.28433,MSN5
Drd1,0.019483395,5.475916,MSN5
Gprin3,0.016567195,4.392825,MSN5
Lrpprc,0.0153971715,3.606503,MSN5
Ryr1,0.013735156,4.1178885,MSN5
Gpr88,0.012365882,5.3311133,MSN5
Gpr83,0.010388853,4.2747917,MSN5
D430036J16Rik,0.00933777,4.6413355,MSN5
Pde10a,0.0086892545,5.0830636,MSN5
Strip2,0.008678808,4.100506,MSN5
Casz1,0.008675777,3.6651008,MSN5
Ppp1r1b,0.008479111,5.6168733,MSN5
Meis2,0.007867863,4.7038836,MSN5
A230087F16Rik,0.0068885046,3.615832,MSN5
Gnal,0.0062452513,4.181764,MSN5
Ankrd63,0.00611126,3.9045413,MSN5
Wnt2,0.0060305614,3.9362137,MSN5
Rbp1,0.0052529513,4.3099504,MSN5
Rgs9,0.0052174022,4.378233,MSN5
Six3,0.0049580014,4.185987,MSN5
Pbx3,0.00491903,3.1243634,MSN5
Rem2,0.0048790067,3.717648,MSN5
Pcp4l1,0.00468463,4.3070517,MSN5
Syndig1l,0.0043145414,3.960003,MSN5
Syt6,0.0038177758,3.6493764,MSN5
Phactr1,0.0037044904,3.4395528,MSN5
Penk,0.0036765733,4.66512,MSN5
Sema5b,0.0036729965,3.2630868,MSN5
Syndig1,0.0033937965,2.9675064,MSN5
Arpp21,0.0032905191,5.0799284,MSN5
Dlx6,0.0032154885,3.4551785,MSN5
Rarb,0.003133809,3.5560806,MSN5
Pou3f4,0.002916344,3.1218998,MSN5
Kctd1,0.0028142633,2.8665915,MSN5
Caln1,0.0026562263,3.362431,MSN5
Adcy5,0.002613061,3.0905685,MSN5
Mpped2,0.002563937,2.7643042,MSN5
Flrt3,0.0024976642,2.6163714,MSN5
Runx1t1,0.0024393152,2.7433786,MSN5
Lmo4,0.0023563728,3.40326,MSN5
Bcl11b,0.0023209646,3.258772,MSN5
Lypd1,0.0023168963,3.1012766,MSN5
Car11,0.0023139934,3.0001853,MSN5
Arel1,0.002311873,2.4448025,MSN5
Hs6st2,0.0023039675,2.873873,MSN5
Pde1b,0.0022641963,3.1267664,MSN5
Gabrg3,0.0022342156,2.711975,MSN5
Scn4b,0.0022079507,3.6501696,MSN5
Xist,0.0021665108,3.4820352,MSN5
Mdfic,0.0021601052,3.9312725,MSN5
Plcb1,0.002152798,2.6586616,MSN5
Pcp4,0.0020929798,5.3251605,MSN5
Tenm4,0.002049976,2.490039,MSN5
Ivns1abp,0.0020298297,2.5425692,MSN5
Akap9,0.0019919497,2.5467026,MSN5
X3110039M20Rik,0.0019656287,2.6982486,MSN5
Sertad4,0.0019535678,2.6185932,MSN5
Rgs8,0.0019299233,2.8296192,MSN5
Slc35f1,0.0019202973,2.6255298,MSN5
Krt10,0.0018971183,2.3689766,MSN5
Kcnk2,0.0018672171,3.0384915,MSN5
Clip4,0.0018492168,2.4206927,MSN5
Pdyn,0.0018332747,3.5918238,MSN5
Lrrk2,0.0018165805,2.572931,MSN5
E530001K10Rik,0.0017769936,2.9137363,MSN5
Tesc,0.0017311455,2.919971,MSN5
Adra2c,0.001713891,2.836877,MSN5
Oprk1,0.0017069941,3.232113,MSN5
Cd4,0.0016831841,3.8554943,MSN5
Tekt5,0.0016600604,2.823219,MSN5
Psmc3ip,0.0016433628,2.6469421,MSN5
Wscd2,0.0016192218,2.4746242,MSN5
Filip1,0.0016114936,2.850333,MSN5
Gad2,0.0015904253,3.579834,MSN5
Sh2d5,0.0015864754,2.4981492,MSN5
Dnase2a,0.0015602221,2.6721306,MSN5
Lor,0.0015598246,2.3671997,MSN5
Efcc1,0.0015158327,2.3464227,MSN5
Baiap2,0.0014551335,2.7951832,MSN5
Ramp1,0.0014301706,2.678462,MSN5
Tigd2,0.0014137253,1.8949263,MSN5
Atp2b1,0.001383261,3.2271187,MSN5
Mhrt,0.0013733367,3.6791298,MSN5
Tmem158,0.0013580533,2.7579641,MSN5
Vgf,0.0013540896,2.4844384,MSN5
Sorcs1,0.0013061819,2.1738706,MSN5
Atp2b4,0.0012769055,2.5796194,MSN5
Slc2a13,0.0012766444,2.3227625,MSN5
Inf2,0.0012659738,2.1391068,MSN5
Rin1,0.0012392651,2.5123127,MSN5
Sez6,0.0012342611,2.5233347,MSN5
Ptpn5,0.0012268742,2.433416,MSN5
Necab1,0.0011778194,2.5912719,MSN5
Myt1l,0.0011712359,2.3844614,MSN5
Unc13c,0.0011589576,2.438218,MSN5
Gng7,0.0011347753,2.3991058,MSN5
Pkig,0.0011027089,2.3515933,MSN5
Jakmip1,0.0010950575,2.0947373,MSN5
Cntn5,0.0010910803,2.3191667,MSN5
Rasgrp1,0.001088912,2.5896673,MSN5
Prkar2b,0.0010880985,2.0668726,MSN5
Nedd4l,0.0010865249,1.9693303,MSN5
Bcr,0.0010849044,1.9262697,MSN5
Ntng1,0.0010654035,2.7264671,MSN5
Lingo3,0.0010630296,2.4612617,MSN5
Ensa,0.0010603017,2.3585825,MSN5
Sp9,0.0010447826,3.012918,MSN5
Kif17,0.0010400243,2.2946174,MSN5
Snx7,0.0010053887,1.9081728,MSN5
C2cd2l,0.0009789608,1.9427369,MSN5
Kcnip2,0.0009744841,2.3323665,MSN5
Snca,0.0009645893,3.0605757,MSN5
Rasgef1a,0.0009585864,2.2363465,MSN5
Fam110b,0.00094496895,1.9037595,MSN5
Dclk3,0.000939427,2.4468188,MSN5
Dgkb,0.00093570305,2.336577,MSN5
X2010300C02Rik,0.0009308559,2.3803701,MSN5
Rab40b,0.00092947704,2.2810519,MSN5
Rpl26,0.00092255976,2.1485395,MSN5
Zswim6,0.000920716,1.8008254,MSN5
Nsg2,0.0008993124,2.5480602,MSN5
Sipa1l1,0.0008961944,2.007275,MSN5
E130311K13Rik,0.0008958107,1.797783,MSN5
Cplx2,0.00089383556,2.5849802,MSN5
March4,0.00089264294,2.2195163,MSN5
Cpne5,0.00089087355,2.3486764,MSN5
Rgs17,0.0008697087,2.0219035,MSN5
Asic4,0.00086271774,2.9810355,MSN5
Tmem191c,0.0008569883,2.129963,MSN5
Ccdc106,0.0008524128,1.8630395,MSN5
Robo1,0.00085001206,2.0251539,MSN5
Ndrg4,0.0008499181,2.784266,MSN5
Ppp3ca,0.00084585656,2.5323913,MSN5
Pcdh15,0.00083653315,1.9207133,MSN5
Celf4,0.0008355841,2.515956,MSN5
Lrrtm3,0.00083414954,2.031969,MSN5
Mest,0.00083385163,2.0611517,MSN5
Camkv,0.00083189015,2.2161024,MSN5
Sowaha,0.00082679174,2.0760307,MSN5
Alcam,0.00082486996,1.9658207,MSN5
Chd3os,0.00081509294,2.3839674,MSN5
Map2k1,0.00081257883,1.6484443,MSN5
Wnt2,0.07509407,5.2645736,MSN6
Isl1,0.06670894,6.043911,MSN6
Prok2,0.041280415,5.472066,MSN6
Tac1,0.03695885,6.5229335,MSN6
Otof,0.035872456,4.8051186,MSN6
Gpr149,0.02662298,4.6945763,MSN6
Cxcl14,0.011271019,5.4393477,MSN6
Ppp1r2,0.010865414,3.6972225,MSN6
Tnnt1,0.00950214,4.036491,MSN6
Pcp4l1,0.009196247,4.52143,MSN6
Drd1,0.0073253023,4.3296514,MSN6
Jsrp1,0.0069908854,3.4229085,MSN6
Dclk3,0.0065959413,3.2665443,MSN6
Ppp1r1b,0.005747564,4.490109,MSN6
Gucy1a3,0.0057475213,3.146831,MSN6
Gpr26,0.004992808,3.0386155,MSN6
Prkar2b,0.004808672,2.6762018,MSN6
Pkib,0.0037945209,2.8703213,MSN6
Pcdh11x,0.0036157577,2.4489646,MSN6
Shisa8,0.0033710578,2.929946,MSN6
Rgs9,0.0033106748,3.6543596,MSN6
Wscd2,0.0029599515,2.5368412,MSN6
Sv2c,0.0024861954,3.0080485,MSN6
Fat3,0.0024782305,2.4014733,MSN6
Akap5,0.0023803732,2.5351553,MSN6
Gad2,0.00237502,3.467773,MSN6
Atp6ap1l,0.0023205539,2.8346803,MSN6
Tmem158,0.0021914355,2.7295074,MSN6
Sox1,0.0021540758,2.7948842,MSN6
Mis18a,0.0020405815,2.0728166,MSN6
Map2k1,0.0019287957,1.9325174,MSN6
Cited4,0.0018674692,2.4495168,MSN6
Bcl11b,0.001735951,2.5902781,MSN6
Xist,0.001702437,2.3718371,MSN6
X6330403K07Rik,0.0016952337,2.6080358,MSN6
Ldhb,0.0016799184,2.1899805,MSN6
Syt6,0.0016598202,2.8050542,MSN6
Plcb1,0.001641938,2.0427387,MSN6
Arpp21,0.0015968129,3.1838508,MSN6
Kcnk2,0.0015625417,2.4023986,MSN6
Pde10a,0.0015387648,2.600369,MSN6
Rprm,0.0015386002,2.717023,MSN6
Cryz,0.0014739926,1.7353494,MSN6
Mkrn1,0.0014483975,1.5953072,MSN6
Fras1,0.0014274605,2.4330792,MSN6
Myh7,0.0014133161,2.4114468,MSN6
Car11,0.0013956379,2.0824385,MSN6
Smpd3,0.0013694115,2.0689242,MSN6
Osbpl8,0.0013261636,1.7460058,MSN6
Ndrg4,0.0013073249,2.671518,MSN6
Krt10,0.0012796568,1.6900092,MSN6
Akap9,0.0012432722,1.616692,MSN6
Pcp4,0.0011787493,3.2087996,MSN6
Slc25a14,0.0011734021,1.6102008,MSN6
Gucy1b3,0.0011699386,1.7691758,MSN6
Galnt18,0.0011689,1.8058035,MSN6
Fra10ac1,0.0011545795,1.5031275,MSN6
Rem2,0.0011523445,2.5753925,MSN6
Ankrd63,0.0011091596,2.6055496,MSN6
Camk2n1,0.001105238,2.3904092,MSN6
Kcnh3,0.0010856949,2.12517,MSN6
Gng7,0.001083351,2.0225716,MSN6
Chchd10,0.0010671695,2.3877473,MSN6
Itm2c,0.0010190287,1.6805152,MSN6
Dlx5,0.0010174749,2.5737274,MSN6
Calm2,0.0009994555,2.3628926,MSN6
Cartpt,0.0009945957,3.040395,MSN6
Strip2,0.0009891237,2.5060322,MSN6
Cplx2,0.00097650767,2.1509736,MSN6
Gnal,0.0009476286,2.0248897,MSN6
Sipa1l2,0.00094720535,1.5875412,MSN6
Gpr88,0.00091733027,2.7917662,MSN6
Syndig1l,0.0009098214,2.5534987,MSN6
X2010300C02Rik,0.0008874433,1.9905138,MSN6
Ngfrap1,0.0008847571,1.6725678,MSN6
Ppp1cc,0.00088011014,1.463022,MSN6
Ntng1,0.0008745731,2.1812851,MSN6
Crtac1,0.00087078655,1.7855773,MSN6
Ap1s2,0.0008625245,1.6277459,MSN6
Avpi1,0.0008624131,1.5043186,MSN6
Foxp1,0.0008617799,1.6785213,MSN6
Pde8b,0.000855516,1.6193233,MSN6
Ramp1,0.00085445476,1.7755861,MSN6
Fstl1,0.00085167435,1.814281,MSN6
Ly6h,0.0008448474,1.9766701,MSN6
Nat14,0.00084359525,1.535506,MSN6
X2900055J20Rik,0.0008352816,1.9131589,MSN6
Hmgb3,0.000835093,1.6470073,MSN6
Phactr1,0.00082676084,1.4461086,MSN6
Wbp5,0.0008206314,1.3018459,MSN6
Fam216a,0.0008141243,1.2802005,MSN6
Dync1i1,0.0008129993,1.5395043,MSN6
Sumo3,0.0008036431,1.1804017,MSN6
X1110017D15Rik,0.0007926518,2.9666271,MSN6
Bex2,0.0007914613,1.9438581,MSN6
Rab40b,0.0007854092,1.8481691,MSN6
Ust,0.0007825806,2.1059394,MSN6
Rarb,0.0007741622,2.4828992,MSN6
Gadd45g,0.00076363777,1.5280707,MSN6
Tceal3,0.00076254323,1.3365446,MSN6
Lmo4,0.0007498449,1.7296591,MSN6
Ube3a,0.0007409506,1.4495242,MSN6
Nsg1,0.0007396045,1.6310122,MSN6
Slmo1,0.00073567004,1.5231476,MSN6
Meg3,0.0007354554,2.9074357,MSN6
Ankrd37,0.0007313478,1.5720574,MSN6
AI854517,0.00073053344,1.5004367,MSN6
Negr1,0.00072361296,1.4483165,MSN6
Fkbp1a,0.000718324,1.3985708,MSN6
Xpr1,0.00071222143,1.2145001,MSN6
Caly,0.0007052925,1.6011128,MSN6
Ctnnbl1,0.0006878244,1.2641599,MSN6
Dlx6os1,0.0006813288,2.5576386,MSN6
Ahi1,0.00068077847,1.4887043,MSN6
Mir124.2hg,0.0006605373,1.5223912,MSN6
Nrp2,0.00065917353,1.5724066,MSN6
Dclk1,0.0006572814,1.4956262,MSN6
Gria2,0.00065041444,1.5871054,MSN6
Ebag9,0.0006403662,1.128554,MSN6
Pkig,0.0006345815,1.2304801,MSN6
Atp5g1,0.0006342849,1.1998951,MSN6
Psip1,0.0006303254,1.0351138,MSN6
Cox5a,0.00062355876,1.0423156,MSN6
Fkbp3,0.000620767,1.1397933,MSN6
H3f3b,0.0006180715,1.1784815,MSN6
Zfp428,0.0006114912,1.1562997,MSN6
Lgi1,0.00060946797,1.424087,MSN6
Dtnbp1,0.00060848356,1.2401634,MSN6
Ccdc106,0.0005974079,1.3551024,MSN6
Clic6,0.000593602,3.766056,MSN6
Efnb2,0.00059239316,1.5699179,MSN6
Fam98c,0.00058443774,1.0758791,MSN6
Pcdh15,0.00058395026,1.4295157,MSN6
X1110004E09Rik,0.00058061007,1.0809895,MSN6
Gad1,0.00057853194,2.170297,MSN6
Tceal6,0.0005613492,1.3248729,MSN6
Ndufa5,0.00055389263,0.97319144,MSN6
Cnot6l,0.0005507655,0.96858555,MSN6
Syt5,0.00054469024,1.3838733,MSN6
Cirbp,0.00054448843,0.87372047,MSN6
Hist3h2a,0.0005391107,0.90471554,MSN6
Cpne4,0.00053414446,1.8107057,MSN6
Bag1,0.0005332714,0.89449054,MSN6
Slc25a4,0.00052211416,0.9037534,MSN6
Auh,0.00051544845,0.8640694,MSN6
Cacna2d3,0.0005138465,1.6341721,MSN6
Atp1b1,0.00050837203,1.5757524,MSN6
Sub1,0.0005075192,0.8414198,MSN6
Pantr1,0.0005022253,1.3423806,MSN6
Mdh1,0.00050167664,1.0186095,MSN6
Rras2,0.4078629,6.6199026,NFOL1
Cnksr3,0.4032427,6.596349,NFOL1
Tmem2,0.37751365,6.2710943,NFOL1
Il23a,0.35971346,6.3730164,NFOL1
Fam107b,0.28680274,5.385221,NFOL1
Tmem163,0.22927973,5.9841413,NFOL1
Rnf122,0.22664382,5.3921423,NFOL1
Fcnaos,0.22423528,5.6436515,NFOL1
Kif19a,0.21507894,5.4771724,NFOL1
Slc22a21,0.20866783,5.328815,NFOL1
Sema4d,0.17640767,4.810876,NFOL1
Rassf10,0.17639229,5.8444757,NFOL1
Nckap5,0.17108771,4.910719,NFOL1
Gm26834,0.16880699,5.200164,NFOL1
Itpr2,0.15386365,4.9292765,NFOL1
H2.Ab1,0.15385887,4.911648,NFOL1
Alox5,0.13792254,5.1961503,NFOL1
X2610035D17Rik,0.13615392,4.304304,NFOL1
Etnk2,0.13314511,4.2391777,NFOL1
Erp27,0.122545436,4.7278953,NFOL1
Kank1,0.12232073,4.748803,NFOL1
Col9a3,0.118043765,5.033418,NFOL1
Atp10b,0.105925046,4.2681646,NFOL1
Rap2a,0.10462697,4.3945227,NFOL1
Dmrta1,0.10366208,4.9879603,NFOL1
X2210011C24Rik,0.10323977,4.7564077,NFOL1
Sema6a,0.10077664,4.857375,NFOL1
Etv6,0.090034254,3.7278962,NFOL1
Tns3,0.085353896,4.321123,NFOL1
Capn5,0.08264375,3.6472301,NFOL1
Dlk2,0.08207261,3.7121122,NFOL1
Tmem141,0.07996263,4.7810926,NFOL1
X1810041L15Rik,0.07793321,4.374519,NFOL1
Nfasc,0.07655757,5.867857,NFOL1
Plaur,0.075410016,3.9933872,NFOL1
Lpar3,0.07412517,5.422177,NFOL1
Peli1,0.07318612,4.0040097,NFOL1
Sgk2,0.07269026,3.98994,NFOL1
Rasgef1b,0.072426744,3.8514564,NFOL1
Ddc,0.072113894,4.2710376,NFOL1
Ptger1,0.070848,4.8927693,NFOL1
Gm15440,0.06944657,4.77205,NFOL1
Ninj1,0.065786086,3.6743565,NFOL1
Gpr17,0.06536768,5.133068,NFOL1
Gramd3,0.06386522,3.7739704,NFOL1
Pik3r3,0.06314609,3.4749866,NFOL1
Rell1,0.0627825,3.5200949,NFOL1
Lrrc16a,0.062702246,3.4613001,NFOL1
Rictor,0.061392132,3.2721162,NFOL1
Marcks,0.06138671,4.748573,NFOL1
Idh1,0.060830083,3.5704043,NFOL1
Fkbp9,0.06020867,3.497236,NFOL1
Adamts4,0.05996323,4.4931283,NFOL1
Tti2,0.05943524,3.1860847,NFOL1
Pcdh17,0.05923535,4.028312,NFOL1
Dusp15,0.058925852,3.6756632,NFOL1
Sema4f,0.05882756,3.3949664,NFOL1
Itgb7,0.05829859,5.0358377,NFOL1
Mical3,0.05452615,3.3270354,NFOL1
Gm20515,0.053743094,3.8024886,NFOL1
Tmem159,0.052261278,3.4076247,NFOL1
March8,0.051765468,3.6976285,NFOL1
Dcbld2,0.051667783,3.1720219,NFOL1
Inppl1,0.051336102,3.4564538,NFOL1
Dact1,0.05057655,3.5758557,NFOL1
Samd4b,0.049503736,3.196275,NFOL1
Kndc1,0.049389873,3.9350836,NFOL1
Tspan9,0.048391335,3.3214529,NFOL1
Zfp516,0.048271596,3.3209732,NFOL1
Mvd,0.046813726,3.195077,NFOL1
Rab33a,0.044664517,3.3933685,NFOL1
Sema5a,0.044531204,3.443948,NFOL1
Chst3,0.044317916,3.5872412,NFOL1
Rnd2,0.043987427,3.659378,NFOL1
Slc22a5,0.043534745,3.0569603,NFOL1
D630045J12Rik,0.043517724,3.1684222,NFOL1
Sirt2,0.043170247,5.196925,NFOL1
Scrg1,0.04303221,4.234221,NFOL1
Sema3d,0.04262479,3.8890018,NFOL1
Gipc1,0.0424947,3.4431107,NFOL1
Frmd4a,0.04249185,3.602107,NFOL1
Snx15,0.042184453,3.220047,NFOL1
Parvb,0.041757725,3.7218792,NFOL1
Cdh20,0.041244105,3.201846,NFOL1
Acat2,0.041073345,3.3035424,NFOL1
Enpp6,0.040980827,4.147761,NFOL1
Ctsl,0.040664382,3.3834054,NFOL1
Bfsp2,0.039573055,4.1643424,NFOL1
Slc44a1,0.039480105,4.1101594,NFOL1
Eml1,0.039027583,3.416498,NFOL1
B3gnt9,0.03883698,3.2515557,NFOL1
Ick,0.038616337,3.3157036,NFOL1
Slc35b2,0.038489055,3.0284107,NFOL1
Prom1,0.03788738,3.918283,NFOL1
Dhcr24,0.037595306,3.5939393,NFOL1
Ubl3,0.037283283,3.9137216,NFOL1
Atp6v0a2,0.03725178,2.923165,NFOL1
Tspan15,0.037059568,3.830498,NFOL1
Luzp2,0.036825888,3.6487434,NFOL1
Plxnb3,0.036753215,3.43351,NFOL1
Pus7,0.036642857,2.9068358,NFOL1
Bach2,0.036108848,2.8884053,NFOL1
Ccnyl1,0.035969354,3.0409296,NFOL1
Cdh11,0.035948366,2.786379,NFOL1
Kcnj12,0.035872698,3.2804506,NFOL1
Kirrel3,0.035510767,2.910513,NFOL1
Cdk2ap1,0.035425507,2.9411917,NFOL1
Bace1,0.035390176,3.2491887,NFOL1
Ctnnal1,0.035336383,3.0655718,NFOL1
Tmem125,0.035253923,3.7378373,NFOL1
Tnfrsf21,0.034559175,2.8106706,NFOL1
Smurf1,0.034544393,2.77219,NFOL1
Gng12,0.034413867,4.2537565,NFOL1
Fmnl2,0.034227185,3.0487003,NFOL1
Lss,0.034012914,3.063813,NFOL1
Fnta,0.033431813,3.0141346,NFOL1
Tjap1,0.033013027,3.1767347,NFOL1
Nfkbib,0.032848228,2.637225,NFOL1
Npr2,0.03216729,2.9257257,NFOL1
Arpc1b,0.032046113,4.617129,NFOL1
Gnb4,0.03170861,3.0877664,NFOL1
Specc1,0.031397287,2.7849736,NFOL1
Cldn14,0.031385496,3.3567188,NFOL1
Relt,0.031209815,3.0357323,NFOL1
Utp14b,0.031099537,2.9760273,NFOL1
Gjc2,0.031003287,3.7909255,NFOL1
Hr,0.031003136,2.9780927,NFOL1
Fyn,0.030722806,3.4462216,NFOL1
Pacrg,0.03070704,3.090296,NFOL1
Csad,0.030526077,2.76313,NFOL1
Jmy,0.03027101,2.737621,NFOL1
Onecut2,0.029754432,3.2356167,NFOL1
Man1a,0.029724797,3.0069718,NFOL1
Gab3,0.029656941,2.9824562,NFOL1
Sema4a,0.029448973,2.9916098,NFOL1
Plekha1,0.02937131,3.3753023,NFOL1
Elovl6,0.029076828,3.2032769,NFOL1
Prickle1,0.028958984,2.8781562,NFOL1
Phactr3,0.028918238,2.8421483,NFOL1
Zfp488,0.028704613,3.5382793,NFOL1
Diaph3,0.028388372,3.0960498,NFOL1
Sema6d,0.028375568,2.7822857,NFOL1
Klhl5,0.028112002,2.8244362,NFOL1
A230009B12Rik,0.028084356,3.3786302,NFOL1
Sh3gl3,0.028022006,3.5420647,NFOL1
Zfp579,0.02800036,2.7468712,NFOL1
Arhgef10l,0.02778779,2.8669994,NFOL1
Srpk3,0.027648227,3.0117738,NFOL1
Hmgcr,0.027488682,2.954478,NFOL1
E130308A19Rik,0.027338404,2.7321312,NFOL1
Syde2,0.06756161,6.2536783,NFOL2
Tmem2,0.051728025,7.2886124,NFOL2
Nckap5,0.033813972,5.727525,NFOL2
Cnksr3,0.032732356,6.881261,NFOL2
Sema4d,0.029867511,5.9750423,NFOL2
Fhl3,0.029030288,5.590764,NFOL2
Rras2,0.023150636,6.8132186,NFOL2
Bach2,0.020759474,4.550318,NFOL2
Gm26834,0.019595105,5.394704,NFOL2
Itpr2,0.019476566,5.9903197,NFOL2
Ints6,0.018485015,4.345955,NFOL2
Dact1,0.018249057,4.7660956,NFOL2
Erp27,0.017773824,5.138949,NFOL2
Dmrta1,0.01583816,5.31145,NFOL2
Rnf122,0.015582647,5.620728,NFOL2
Rasgef1b,0.015548824,5.2187886,NFOL2
Fam107b,0.015417741,5.406049,NFOL2
Utp14b,0.015227481,4.509665,NFOL2
Dock9,0.014977488,4.791264,NFOL2
Jmy,0.014740583,4.610575,NFOL2
Lrrc16a,0.013388245,4.6666455,NFOL2
Lpar3,0.012890914,5.7118506,NFOL2
Kank1,0.012529414,5.416458,NFOL2
Atp10b,0.012393359,4.8468575,NFOL2
Rictor,0.011839396,4.435437,NFOL2
Dct,0.010549181,5.7074647,NFOL2
Sema5a,0.010460494,5.1093144,NFOL2
Sema3d,0.010410589,4.8653955,NFOL2
Col20a1,0.009550881,4.4814477,NFOL2
Pik3r3,0.00935933,4.5097713,NFOL2
Mfsd7b,0.0088332165,3.9741504,NFOL2
Idh1,0.008686687,4.749708,NFOL2
Tnr,0.008579556,5.2652874,NFOL2
Fcnaos,0.0081826085,5.073614,NFOL2
X4933415A04Rik,0.008110654,4.308224,NFOL2
Pcdh17,0.00809966,5.7378383,NFOL2
Ddc,0.00798311,4.8104763,NFOL2
Frmd4a,0.007922214,5.3666887,NFOL2
Npr2,0.007798728,3.9257677,NFOL2
Mroh3,0.007547884,5.0049634,NFOL2
Fmnl2,0.0073814536,4.327819,NFOL2
Rap2c,0.007362197,3.6649568,NFOL2
Tns3,0.007126385,4.9440894,NFOL2
Ankrd28,0.0068146638,3.9055429,NFOL2
X1810041L15Rik,0.00644773,5.036986,NFOL2
X9430041J12Rik,0.0063906005,4.2058725,NFOL2
Sema6a,0.006351853,5.4464626,NFOL2
Marcks,0.006156626,6.410197,NFOL2
Zswim6,0.006011952,3.8866146,NFOL2
Peli1,0.005848613,4.840297,NFOL2
Pus7,0.005744667,3.7980032,NFOL2
Zfp516,0.0056644767,3.854983,NFOL2
Man1a,0.0056596696,4.1819673,NFOL2
Cdh11,0.00548456,3.6293864,NFOL2
Prom1,0.005420972,4.923784,NFOL2
Sema6d,0.005244476,4.0758233,NFOL2
Etv6,0.0051675653,3.820964,NFOL2
Gpc1,0.005147854,3.557364,NFOL2
Pank3,0.0050395555,3.6548495,NFOL2
Rap2a,0.0050315256,4.569824,NFOL2
Fkbp9,0.005009835,3.9601104,NFOL2
Kcnj12,0.0049973526,3.918984,NFOL2
Fgf7,0.0048699556,4.2344203,NFOL2
Hsd17b7,0.004819285,3.6993032,NFOL2
Hmgcr,0.004696126,4.506993,NFOL2
Dlk2,0.0046438226,3.9004314,NFOL2
Zbtb1,0.0044910014,3.3756564,NFOL2
Rassf10,0.0044718273,4.997432,NFOL2
Alox5,0.004404572,4.623385,NFOL2
Tspan9,0.0043570697,4.0210357,NFOL2
Rell1,0.0042401934,3.877566,NFOL2
Igsf11,0.00418903,3.8359382,NFOL2
Acsl3,0.0041477587,4.7556596,NFOL2
Chst3,0.0040023727,3.9517798,NFOL2
Dcbld2,0.003873393,3.5044305,NFOL2
Sema4f,0.0038634622,3.6592286,NFOL2
Tbc1d32,0.0037041258,3.3163333,NFOL2
Sema4a,0.0036723907,3.6521442,NFOL2
Sgk2,0.0036582965,3.971312,NFOL2
G2e3,0.003652715,3.3608944,NFOL2
Tcf7l2,0.0036432552,5.48565,NFOL2
Rnd2,0.0036282237,4.408923,NFOL2
Gm15440,0.0036094815,5.084389,NFOL2
Slc22a21,0.003590583,4.378765,NFOL2
Cdyl,0.0035792836,3.434784,NFOL2
Relt,0.0035732705,3.5494187,NFOL2
Cdh20,0.0035614842,3.6377435,NFOL2
Kndc1,0.0035306073,4.5736485,NFOL2
Enpp6,0.003506563,4.774147,NFOL2
Parvb,0.0034725105,4.3470764,NFOL2
Mob3b,0.0034409412,3.9531903,NFOL2
Pnpla3,0.003437055,3.7851532,NFOL2
D630045J12Rik,0.0034316427,3.5653236,NFOL2
Mical3,0.0033157542,3.6834605,NFOL2
Inppl1,0.0032986004,3.7818809,NFOL2
Ptger1,0.0032599324,4.597019,NFOL2
Samd4b,0.003175968,3.5812075,NFOL2
Polr2k,0.003149352,3.2372196,NFOL2
Nfasc,0.0031062777,5.892849,NFOL2
Atp6v0a2,0.0030705265,3.4516091,NFOL2
Col9a3,0.0030514474,4.450394,NFOL2
Capn5,0.003036796,3.497716,NFOL2
Gpr17,0.0030166793,5.0983157,NFOL2
Pld1,0.003008894,3.506804,NFOL2
Klhl5,0.0029945849,3.5590026,NFOL2
Lcorl,0.0029071746,3.5768688,NFOL2
Acsl1,0.0028347615,3.4102278,NFOL2
Lss,0.002775192,3.5505576,NFOL2
Zfp608,0.0027745184,3.1603627,NFOL2
March8,0.002746557,3.9540074,NFOL2
Etnk2,0.0026988548,3.6342351,NFOL2
Plekha1,0.0026872156,4.2865577,NFOL2
Luzp2,0.0026261532,4.16724,NFOL2
Il23a,0.002620306,4.540418,NFOL2
Gab3,0.0026106776,3.3219335,NFOL2
Spsb1,0.002593702,3.4146657,NFOL2
Tti2,0.0025522548,3.1417952,NFOL2
Irs1,0.0025480585,3.461641,NFOL2
Il1rap,0.0025400096,3.836128,NFOL2
Csad,0.002520759,3.1891375,NFOL2
Plxnb3,0.0024976386,3.753214,NFOL2
Psme4,0.0024948912,2.9469867,NFOL2
Slc44a1,0.0024916476,4.7042413,NFOL2
Tmem163,0.0024914455,4.3165526,NFOL2
Fyn,0.0024780894,4.158243,NFOL2
Bfsp2,0.0024698994,4.2337065,NFOL2
Specc1,0.0024474747,3.3183763,NFOL2
Cntn1,0.0024161455,4.5317903,NFOL2
Manea,0.0023861034,2.988985,NFOL2
X9530059O14Rik,0.002375706,3.9252043,NFOL2
Dock4,0.0023679442,3.116335,NFOL2
Onecut2,0.0023343756,3.5957317,NFOL2
